Tamaliza,tamaliza-sedona-4,https://www.yelp.com/biz/tamaliza-sedona-4,671,4.5,-111.7812231,34.86245252,FALSE,(928) 202-9056,1155 W State Rte 89A,"Sedona, AZ 86336","Mexican, Latin American, Gluten-Free",Sedona,AZ,Arizona
Shake Shack,shake-shack-new-york-34,https://www.yelp.com/biz/shake-shack-new-york-34,265,4,-73.9879,40.75113,FALSE,(646) 230-0696,1333 Broadway,"New York, NY 10018","American (Traditional), Burgers, Ice Cream & Frozen Yogurt",New York,NY,NYC
Shake Shack,shake-shack-new-york-44,https://www.yelp.com/biz/shake-shack-new-york-44,122,3.5,-73.99214782,40.75060854,FALSE,(646) 202-9715,1 Pennsylvania Plz,"New York, NY 10119","Burgers, Fast Food, Breakfast & Brunch",New York,NY,NYC
Shake Shack,shake-shack-new-york-5,https://www.yelp.com/biz/shake-shack-new-york-5,2288,4,-73.97655167,40.78082071,FALSE,(646) 747-8770,366 Columbus Ave,"New York, NY 10024","Burgers, American (New)",New York,NY,NYC
Shake Shack,shake-shack-new-york-57,https://www.yelp.com/biz/shake-shack-new-york-57,99,4,-73.98985067,40.7299998,FALSE,(646) 813-2189,51 Astor Pl,"New York, NY 10003","Burgers, Ice Cream & Frozen Yogurt, Hot Dogs",New York,NY,NYC
Shake Shack,shake-shack-queens-7,https://www.yelp.com/biz/shake-shack-queens-7,156,3.5,-73.84572029,40.75727006,FALSE,(718) 507-6387,12301 Roosevelt Ave,Citi Field,"Burgers, Ice Cream & Frozen Yogurt, Hot Dogs",New York,NY,NYC
Shake Shack,shake-shack-staten-island-5,https://www.yelp.com/biz/shake-shack-staten-island-5,44,4,-74.16549,40.581129,FALSE,(929) 529-0513,2655 Richmond Ave,"Staten Island, NY 10314","Burgers, Fast Food, Hot Dogs",New York,NY,NYC
Shanghai Asian Cuisine,shanghai-asian-cuisine-new-york-2,https://www.yelp.com/biz/shanghai-asian-cuisine-new-york-2,430,4,-73.997383,40.7159077,FALSE,(212) 964-5640,14A Elizabeth St,"New York, NY 10013",Shanghainese,New York,NY,NYC
Sigmunds Pretzels,sigmund-pretzel-cart-new-york-2,https://www.yelp.com/biz/sigmund-pretzel-cart-new-york-2,18,3.5,-73.96342,40.77942,FALSE,,1000 5th Ave,"New York, NY 10028",Street Vendors,New York,NY,NYC
Sigmunds Pretzels,sigmunds-pretzels-madison-sq-eats-brooklyn,https://www.yelp.com/biz/sigmunds-pretzels-madison-sq-eats-brooklyn,5,2.5,-73.98895608,40.74260371,FALSE,,Madison Sq Eats,"Brooklyn, NY",Street Vendors,New York,NY,NYC
South Brooklyn Pizza,south-brooklyn-pizza-brooklyn-2,https://www.yelp.com/biz/south-brooklyn-pizza-brooklyn-2,128,3,-73.97954,40.6822,FALSE,(718) 399-7770,63 4th Ave,"Brooklyn, NY 11217",Pizza,New York,NY,NYC
South Brooklyn Pizza,south-brooklyn-pizza-carroll-gardens,https://www.yelp.com/biz/south-brooklyn-pizza-carroll-gardens,1,1,-73.99566,40.68325,TRUE,(718) 237-0325,320 Court St,"Carroll Gardens, NY 11231",Pizza,New York,NY,NYC
Spice Grill,spice-grill-new-york-3,https://www.yelp.com/biz/spice-grill-new-york-3,107,3.5,-73.98038483,40.75799561,FALSE,(212) 221-3005,48 W 48th St,"New York, NY 10036","Indian, Buffets",New York,NY,NYC
Spice Market,spice-market-brooklyn,https://www.yelp.com/biz/spice-market-brooklyn,1,5,-73.967249,40.678949,TRUE,,664 Bergen St,"Brooklyn, NY 11238",Specialty Food,New York,NY,NYC
Spina,spina-new-york-2,https://www.yelp.com/biz/spina-new-york-2,20,4.5,-73.9982423,40.7326496,FALSE,(646) 596-9071,176 Macdougal St,"New York, NY 10011","Wedding Planning, Florists",New York,NY,NYC
Spot Dessert Bar,spot-dessert-bar-flushing,https://www.yelp.com/biz/spot-dessert-bar-flushing,433,4,-73.8326,40.75924,FALSE,(917) 285-2278,39-16 Prince St,"Flushing, NY 11354",Desserts,New York,NY,NYC
Spot Dessert Bar,spot-dessert-bar-new-york-12,https://www.yelp.com/biz/spot-dessert-bar-new-york-12,90,4.5,-73.98925624,40.72940715,FALSE,(212) 673-6745,5 Saint Marks Pl,"New York, NY 10003",Desserts,New York,NY,NYC
Spot Dessert Bar,spot-dessert-bar-new-york-2,https://www.yelp.com/biz/spot-dessert-bar-new-york-2,2701,4,-73.98892,40.72939,FALSE,(212) 677-5670,13 St Marks Pl,"New York, NY 10003","Desserts, Macarons, Creperies",New York,NY,NYC
Spot Dessert Bar,spot-dessert-bar-new-york-3,https://www.yelp.com/biz/spot-dessert-bar-new-york-3,567,3.5,-73.98634315,40.7476593,FALSE,(212) 967-0269,11 W 32nd St,Fl 2,"Desserts, Tapas Bars, Coffee & Tea",New York,NY,NYC
Sprinkles,sprinkles-brooklyn-2,https://www.yelp.com/biz/sprinkles-brooklyn-2,4,4.5,-73.984836,40.624806,FALSE,(718) 259-2200,5508 18th Ave,"Brooklyn, NY 11204",Ice Cream & Frozen Yogurt,New York,NY,NYC
Sprinkles,sprinkles-cupcakes-new-york,https://www.yelp.com/biz/sprinkles-cupcakes-new-york,928,4,-73.967564,40.763251,FALSE,(212) 207-8375,780 Lexington Ave,"New York, NY 10065","Bakeries, Desserts, Cupcakes",New York,NY,NYC
Sprinkles,sprinkles-cupcakes-new-york-2,https://www.yelp.com/biz/sprinkles-cupcakes-new-york-2,152,4,-74.015695,40.712951,FALSE,(212) 603-9321,225 Liberty St,"New York, NY 10286","Bakeries, Cupcakes, Desserts",New York,NY,NYC
Sprinkles,sprinkles-cupcakes-new-york-4,https://www.yelp.com/biz/sprinkles-cupcakes-new-york-4,38,4,-73.99164689,40.74963684,FALSE,(646) 833-7530,2 Penn Plz,Penn Station,"Cupcakes, Desserts, Bakeries",New York,NY,NYC
Sprinkles,sprinkles-ice-cream-new-york,https://www.yelp.com/biz/sprinkles-ice-cream-new-york,149,4,-73.96757,40.7634,TRUE,(212) 933-1740,782 Lexington Ave,"New York, NY 10065","Desserts, Cupcakes, Ice Cream & Frozen Yogurt",New York,NY,NYC
Sprinkles,sprinkles-land-new-york,https://www.yelp.com/biz/sprinkles-land-new-york,21,3.5,-74.0063733,40.7117466,TRUE,(212) 766-8887,38 Park Row,Ste 1,"Ice Cream & Frozen Yogurt, Bubble Tea, Juice Bars & Smoothies",New York,NY,NYC
Sprinkles,sprinkles-mobile-new-york,https://www.yelp.com/biz/sprinkles-mobile-new-york,3,4.5,-74.00714,40.71455,FALSE,,,New York,Bakeries,New York,NY,NYC
Sukhumvit 51,sukhumvit-51-new-york,https://www.yelp.com/biz/sukhumvit-51-new-york,640,4,-73.96938679,40.75591398,FALSE,(212) 888-8894,224 E 51st St,"New York, NY 10022",Thai,New York,NY,NYC
Sundaes and Cones,sundaes-and-cones-new-york,https://www.yelp.com/biz/sundaes-and-cones-new-york,1401,4.5,-73.989318,40.730934,FALSE,(212) 979-9398,95 E 10th St,"New York, NY 10003","Ice Cream & Frozen Yogurt, Bakeries",New York,NY,NYC
Sunny and Annies,sunny-and-annies-new-york,https://www.yelp.com/biz/sunny-and-annies-new-york,441,4.5,-73.98158491,40.72459595,FALSE,(212) 677-3131,94 Ave B,"New York, NY 10003","Sandwiches, Delis, Grocery",New York,NY,NYC
Sushi Yasuda,sushi-yasuda-new-york,https://www.yelp.com/biz/sushi-yasuda-new-york,1985,4,-73.97347,40.75113,FALSE,(212) 972-1001,204 E 43rd St,"New York, NY 10017",Japanese,New York,NY,NYC
Tappo,tappo-new-york-4,https://www.yelp.com/biz/tappo-new-york-4,437,4,-73.99153,40.74337,FALSE,(212) 807-9200,49 W 24th St,"New York, NY 10010",Pizza,New York,NY,NYC
Taqueria Diana,taqueria-diana-brooklyn,https://www.yelp.com/biz/taqueria-diana-brooklyn,34,3.5,-73.95568,40.71424,FALSE,(929) 250-2460,367 Metropolitan Ave,"Brooklyn, NY 11211","Mexican, Bars",New York,NY,NYC
Taqueria Diana,taqueria-diana-new-york,https://www.yelp.com/biz/taqueria-diana-new-york,671,4,-73.98798443,40.72843376,FALSE,(646) 422-7871,129 2nd Ave,"New York, NY 10003",Mexican,New York,NY,NYC
Taqueria Diana,taqueria-diana-new-york-5,https://www.yelp.com/biz/taqueria-diana-new-york-5,156,3.5,-73.99371,40.75652,FALSE,(646) 684-4541,524 9th Ave,"New York, NY 10018",Mexican,New York,NY,NYC
Taqueria Diana,taqueria-diana-new-york-7,https://www.yelp.com/biz/taqueria-diana-new-york-7,40,3,-73.98512,40.71936,FALSE,(646) 707-3826,69 Clinton St,"New York, NY 10002",Mexican,New York,NY,NYC
Teado,teado-tea-shop-new-york-6,https://www.yelp.com/biz/teado-tea-shop-new-york-6,283,4.5,-73.9949616,40.7172143,FALSE,(212) 226-7687,145D Hester St,"New York, NY 10002","Coffee & Tea, Juice Bars & Smoothies, Bubble Tea",New York,NY,NYC
Teavana,teavana-elmhurst,https://www.yelp.com/biz/teavana-elmhurst,21,3.5,-73.87065125,40.73456955,TRUE,(718) 699-1201,9015 Queens Blvd,Queens Center Mall,Coffee & Tea,New York,NY,NYC
Teavana,teavana-jersey-city,https://www.yelp.com/biz/teavana-jersey-city,13,3.5,-74.03831597,40.72704915,TRUE,,30 Mall Dr W,"Jersey City, NJ 07310",Coffee & Tea,New York,NY,NYC
Teavana,teavana-new-york,https://www.yelp.com/biz/teavana-new-york,62,3.5,-73.9551,40.77993,TRUE,(212) 831-5738,1291 Lexington Ave,Ste 1291,Coffee & Tea,New York,NY,NYC
Teavana,teavana-new-york-3,https://www.yelp.com/biz/teavana-new-york-3,17,3.5,-73.9792073,40.7853358,TRUE,(212) 799-0724,2261 Bdwy,"New York, NY 10024",Coffee & Tea,New York,NY,NYC
The Black Ant,the-black-ant-new-york-2,https://www.yelp.com/biz/the-black-ant-new-york-2,457,4,-73.98952,40.72578,FALSE,(212) 598-0300,60 2nd Ave,"New York, NY 10003","Mexican, Desserts, Bars",New York,NY,NYC
Cinnamon Snail,the-cinnamon-snail-new-york-10,https://www.yelp.com/biz/the-cinnamon-snail-new-york-10,44,4,-73.99233689,40.74996537,FALSE,(212) 695-7454,2 Pennsylvania Plz,"New York, NY 10121","Food Trucks, Desserts",New York,NY,NYC
Cinnamon Snail,the-cinnamon-snail-new-york-2,https://www.yelp.com/biz/the-cinnamon-snail-new-york-2,805,4.5,-73.99167633,40.7495842,FALSE,(212) 695-7454,,New York,Food Trucks,New York,NY,NYC
Cinnamon Snail,the-cinnamon-snail-new-york-7,https://www.yelp.com/biz/the-cinnamon-snail-new-york-7,400,4,-73.99196867,40.75032054,FALSE,(862) 246-6431,2 Penn Plz,The Pennsy,"Vegan, Gluten-Free, Desserts",New York,NY,NYC
Cinnamon Snail,the-cinnamon-snail-new-york-9,https://www.yelp.com/biz/the-cinnamon-snail-new-york-9,60,4,-74.0077715,40.7065047,FALSE,(862) 246-6431,70 Pine St,"New York, NY 10270","Vegan, Food Trucks",New York,NY,NYC
Halal Guys,the-halal-guys-east-brunswick,https://www.yelp.com/biz/the-halal-guys-east-brunswick,302,3,-74.3898279,40.435225,FALSE,(732) 254-2525,621 State Rte 18,"East Brunswick, NJ 08816","Halal, Middle Eastern",New York,NY,NYC
Halal Guys,the-halal-guys-long-island-city-6,https://www.yelp.com/biz/the-halal-guys-long-island-city-6,21,3,-73.93377976,40.74470904,FALSE,(347) 527-1505,31-10 Thomson Ave,At Van Dam,"Food Stands, Halal, Middle Eastern",New York,NY,NYC
Halal Guys,the-halal-guys-new-york-12,https://www.yelp.com/biz/the-halal-guys-new-york-12,73,3.5,-73.9819048,40.7629724,FALSE,,W 53rd St 7th Ave,"New York, NY 10019","Halal, Middle Eastern, Food Stands",New York,NY,NYC
Halal Guys,the-halal-guys-new-york-2,https://www.yelp.com/biz/the-halal-guys-new-york-2,9004,4,-73.97922993,40.76175596,FALSE,,W 53rd St 6th Ave,"New York, NY 10019","Food Stands, Middle Eastern, Halal",New York,NY,NYC
Halal Guys,the-halal-guys-new-york-7,https://www.yelp.com/biz/the-halal-guys-new-york-7,338,3.5,-73.97097614,40.79354574,FALSE,(212) 665-3033,720 Amsterdam Ave,"New York, NY 10025","Halal, Middle Eastern",New York,NY,NYC
Halal Guys,the-halal-guys-new-york-8,https://www.yelp.com/biz/the-halal-guys-new-york-8,683,3.5,-73.98439064,40.73230608,FALSE,(347) 527-1505,307 East 14th St,"New York, NY 10003","Middle Eastern, Halal",New York,NY,NYC
Halal Guys,the-halal-guys-new-york-9,https://www.yelp.com/biz/the-halal-guys-new-york-9,41,4,-73.97145068,40.76027866,TRUE,(347) 527-1505,Park Ave & 55th St,"New York, NY 10022","Halal, Middle Eastern",New York,NY,NYC
Halal Guys,the-halal-guys-teterboro-2,https://www.yelp.com/biz/the-halal-guys-teterboro-2,203,3,-74.061733,40.860946,FALSE,(201) 288-2525,4 Teterboro Landing Dr,"Teterboro, NJ 07608","Halal, Middle Eastern, Mediterranean",New York,NY,NYC
Kati Roll Company,the-kati-roll-company-new-york,https://www.yelp.com/biz/the-kati-roll-company-new-york,827,4,-74.000964,40.729634,FALSE,(212) 420-6497,99 MacDougal St,"New York, NY 10012","Indian, Halal",New York,NY,NYC
Kati Roll Company,the-kati-roll-company-new-york-10,https://www.yelp.com/biz/the-kati-roll-company-new-york-10,10,3,-74.00909,40.7091424,FALSE,,22 Maiden Ln,"New York, NY 10038","Indian, Halal, Wraps",New York,NY,NYC
Kati Roll Company,the-kati-roll-company-new-york-4,https://www.yelp.com/biz/the-kati-roll-company-new-york-4,298,3.5,-73.96781445,40.75726803,FALSE,(212) 888-1700,229 E 53rd St,"New York, NY 10022","Indian, Halal",New York,NY,NYC
Kati Roll Company,the-kati-roll-company-new-york-5,https://www.yelp.com/biz/the-kati-roll-company-new-york-5,1376,4,-73.98466,40.75269,FALSE,(212) 730-4280,49 W 39th St,"New York, NY 10018","Indian, Halal",New York,NY,NYC
Kati Roll Company,the-kati-roll-company-new-york-6,https://www.yelp.com/biz/the-kati-roll-company-new-york-6,70,4,-73.98764,40.72834,FALSE,(646) 398-7710,128 2nd Ave,"New York, NY 10003","Indian, Halal, Wraps",New York,NY,NYC
Kati Roll Company,the-kati-roll-company-new-york-7,https://www.yelp.com/biz/the-kati-roll-company-new-york-7,34,2.5,-73.97333,40.75158,FALSE,(212) 888-1712,685 Third Ave,"New York, NY 10017","Halal, Indian, Wraps",New York,NY,NYC
Stanton Social,the-stanton-social-new-york,https://www.yelp.com/biz/the-stanton-social-new-york,2720,4,-73.98812421,40.72119872,FALSE,(212) 995-0099,99 Stanton St,"New York, NY 10002",Lounges,New York,NY,NYC
Pio Pio,tio-pio-brooklyn,https://www.yelp.com/biz/tio-pio-brooklyn,92,3.5,-73.98566,40.69208,FALSE,(718) 875-3097,78 Willoughby St,"Brooklyn, NY 11201","Latin American, Spanish",New York,NY,NYC
Pio Pio,tio-pio-brooklyn-11,https://www.yelp.com/biz/tio-pio-brooklyn-11,58,2.5,-73.99176,40.69042,FALSE,(718) 403-0044,119 Court St,"Brooklyn, NY 11201","Peruvian, Latin American",New York,NY,NYC
Pio Pio,tio-pio-west-new-york-2,https://www.yelp.com/biz/tio-pio-west-new-york-2,55,3.5,-73.98463212,40.75013529,FALSE,(212) 239-6633,46 W 36th St,"New York, NY 10018",Latin American,New York,NY,NYC
Toasties,toasties-east-new-york,https://www.yelp.com/biz/toasties-east-new-york,81,3.5,-73.96849,40.759483,FALSE,(212) 888-7893,924 3rd Ave,"New York, NY 10022",Sandwiches,New York,NY,NYC
Toasties,toasties-new-york-3,https://www.yelp.com/biz/toasties-new-york-3,121,3.5,-73.97753,40.75692,FALSE,(212) 230-1320,6 E 48th St,"New York, NY 10017","Delis, Salad, Sandwiches",New York,NY,NYC
Toasties,toasties-new-york-5,https://www.yelp.com/biz/toasties-new-york-5,49,3,-73.97075,40.75787,TRUE,(212) 644-8780,599 Lexington Ave,"New York, NY 10022",Sandwiches,New York,NY,NYC
Toasties,toasties-new-york-6,https://www.yelp.com/biz/toasties-new-york-6,310,4,-73.98306,40.76006,FALSE,(212) 398-4900,148 W 49th St,"New York, NY 10019",Sandwiches,New York,NY,NYC
Toasties,toasties-new-york-7,https://www.yelp.com/biz/toasties-new-york-7,95,3.5,-73.996185,40.743746,FALSE,(212) 675-1516,214 7th Ave,"New York, NY 10010","Delis, Sandwiches",New York,NY,NYC
Toasties,toasties-new-york-9,https://www.yelp.com/biz/toasties-new-york-9,160,3.5,-73.975414,40.75896,FALSE,(212) 371-7676,23 E 51st St,"New York, NY 10022","Breakfast & Brunch, Sandwiches, Salad",New York,NY,NYC
Totto Ramen,totto-ramen-hells-kitchen-new-york-2,https://www.yelp.com/biz/totto-ramen-hells-kitchen-new-york-2,929,4,-73.991001,40.765055,FALSE,(646) 596-9056,464 W 51st St,"New York, NY 10019",Ramen,New York,NY,NYC
Totto Ramen,totto-ramen-midtown-east-new-york-2,https://www.yelp.com/biz/totto-ramen-midtown-east-new-york-2,945,4,-73.96797229,40.75621848,FALSE,(212) 421-0052,248 E 52nd St,"New York, NY 10022",Ramen,New York,NY,NYC
Totto Ramen,totto-ramen-new-york-12,https://www.yelp.com/biz/totto-ramen-new-york-12,4987,4,-73.98765588,40.76432855,FALSE,(212) 582-0052,366 W 52nd St,"New York, NY 10019",Ramen,New York,NY,NYC
Totto Ramen,totto-ramen-next-door-new-york-2,https://www.yelp.com/biz/totto-ramen-next-door-new-york-2,95,3.5,-73.98766,40.76433,FALSE,(212) 459-1900,366 W 52nd St,"New York, NY 10019",Ramen,New York,NY,NYC
Two Boots,two-boots-east-village-new-york,https://www.yelp.com/biz/two-boots-east-village-new-york,340,3.5,-73.98499081,40.72372361,FALSE,(212) 254-1919,42 Ave A,"New York, NY 10009",Pizza,New York,NY,NYC
Two Boots,two-boots-jersey-city-jersey-city-3,https://www.yelp.com/biz/two-boots-jersey-city-jersey-city-3,333,3.5,-74.043627,40.720148,FALSE,(201) 209-1250,133 Newark Ave,"Jersey City, NJ 07302",Pizza,New York,NY,NYC
Two Boots,two-boots-midtown-east-new-york-3,https://www.yelp.com/biz/two-boots-midtown-east-new-york-3,61,3,-73.97711,40.7496,FALSE,(212) 557-7992,337 Lexington Ave,"New York, NY 10016",Pizza,New York,NY,NYC
Two Boots,two-boots-upper-east-side-new-york-2,https://www.yelp.com/biz/two-boots-upper-east-side-new-york-2,192,3,-73.9529177,40.7765069,TRUE,(212) 734-0317,1617 2nd Ave,"New York, NY 10028","Pizza, Cajun/Creole, Italian",New York,NY,NYC
Two Boots,two-boots-west-village-new-york-2,https://www.yelp.com/biz/two-boots-west-village-new-york-2,234,3.5,-74.0014999,40.7366979,FALSE,(212) 633-9096,201 W 11th St,"New York, NY 10014",Pizza,New York,NY,NYC
Two Little Red Hens,two-little-red-hens-new-york-4,https://www.yelp.com/biz/two-little-red-hens-new-york-4,2296,4.5,-73.9517869,40.777528,FALSE,(212) 452-0476,1652 2nd Ave,"New York, NY 10028","Bakeries, Desserts, Coffee & Tea",New York,NY,NYC
Two Tablespoons,two-tablespoons-brooklyn,https://www.yelp.com/biz/two-tablespoons-brooklyn,26,4,-73.9828655,40.6908759,FALSE,(929) 368-2765,445 Albee Square W,"Brooklyn, NY 11201","Gluten-Free, Vegetarian, Vegan",New York,NY,NYC
Two Tablespoons,two-tablespoons-new-york-2,https://www.yelp.com/biz/two-tablespoons-new-york-2,71,3.5,-73.976835,40.75429,FALSE,(646) 747-0803,East 45th Street & Vanderbilt Avenue,"New York, NY 10169","Vegetarian, Vegan, Gluten-Free",New York,NY,NYC
Umami Burger,umami-burger-at-hudson-new-york,https://www.yelp.com/biz/umami-burger-at-hudson-new-york,66,3,-73.98493,40.76836,FALSE,(212) 554-6217,358 W 58th St,Hudson Hotel,"Burgers, Bars",New York,NY,NYC
Umami Burger,umami-burger-brookfield-place-new-york-2,https://www.yelp.com/biz/umami-burger-brookfield-place-new-york-2,244,3.5,-74.015913,40.713225,FALSE,(917) 728-4400,225 Liberty St,Ste 247,"American (New), Burgers, Gastropubs",New York,NY,NYC
Umami Burger,umami-burger-greenwich-village-new-york-2,https://www.yelp.com/biz/umami-burger-greenwich-village-new-york-2,1642,4,-73.99841397,40.73441783,TRUE,(212) 677-8626,432 6th Ave,"New York, NY 10011","Burgers, Salad, Bars",New York,NY,NYC
Umami Burger,umami-burger-williamsburg-brooklyn-2,https://www.yelp.com/biz/umami-burger-williamsburg-brooklyn-2,320,3.5,-73.95931694,40.71582917,TRUE,(718) 907-5680,158 N 4th St,"Brooklyn, NY 11211","Burgers, Gastropubs",New York,NY,NYC
Uncle Gussy,uncle-gussys-long-island-city,https://www.yelp.com/biz/uncle-gussys-long-island-city,15,3.5,-73.921294,40.752301,FALSE,(718) 392-2229,42-02 Northern Blvd,"Long Island City, NY 11101","Mediterranean, Greek",New York,NY,NYC
Uncle Gussy,uncle-gussys-new-york,https://www.yelp.com/biz/uncle-gussys-new-york,412,4.5,-73.97329537,40.75768133,FALSE,(929) 600-1111,345 Park Ave,"New York, NY 10154","Food Trucks, Greek",New York,NY,NYC
Uncle Gussy,uncle-gussys-new-york-3,https://www.yelp.com/biz/uncle-gussys-new-york-3,3,4.5,-74.00912618,40.70619459,FALSE,,48 Wall St,"New York, NY 10005","Food Trucks, Greek",New York,NY,NYC
Vander Bar,vander-bar-new-york,https://www.yelp.com/biz/vander-bar-new-york,75,3,-73.977092,40.754588,FALSE,(212) 885-6131,45 E 45th St,"New York, NY 10017",Lounges,New York,NY,NYC
Vezzo,vezzo-new-york-2,https://www.yelp.com/biz/vezzo-new-york-2,1134,4,-73.98139,40.7445,FALSE,(212) 839-8300,178 Lexington Ave,"New York, NY 10016","Pizza, Pasta Shops",New York,NY,NYC
Wafles and Dinges,wafels-and-dinges-new-york-10,https://www.yelp.com/biz/wafels-and-dinges-new-york-10,92,3.5,-73.98411363,40.75452316,FALSE,,6 Ave,"New York, NY 10018","Waffles, Food Stands, Belgian",New York,NY,NYC
Wafles and Dinges,wafels-and-dinges-new-york-19,https://www.yelp.com/biz/wafels-and-dinges-new-york-19,47,4,-73.9877553,40.75036915,FALSE,,35th St & Broadway,"New York, NY 10018",Bakeries,New York,NY,NYC
Wafles and Dinges,wafels-and-dinges-new-york-7,https://www.yelp.com/biz/wafels-and-dinges-new-york-7,547,4,-73.983287,40.72182,FALSE,(646) 257-2592,,New York,"Belgian, Desserts, Breakfast & Brunch",New York,NY,NYC
Wafles and Dinges,waffle-and-dinges-new-york,https://www.yelp.com/biz/waffle-and-dinges-new-york,6,3.5,-73.98752524,40.75054647,FALSE,(212) 564-2947,102 W 35th St,"New York, NY 10001","Waffles, Belgian",New York,NY,NYC
Wogies,wogies-bar-and-grill-new-york,https://www.yelp.com/biz/wogies-bar-and-grill-new-york,110,3.5,-74.01342,40.70723,FALSE,(212) 785-2838,44 Trinity Pl,"New York, NY 10006","American (Traditional), Cheesesteaks, Chicken Wings",New York,NY,NYC
Wogies,wogies-bar-and-grill-new-york-3,https://www.yelp.com/biz/wogies-bar-and-grill-new-york-3,305,4,-74.00057,40.73539,FALSE,(212) 229-2171,39 Greenwich Ave,"New York, NY 10014","Bars, American (Traditional)",New York,NY,NYC
Xe May Sandwich Shop,xe-may-sandwich-shop-new-york,https://www.yelp.com/biz/xe-may-sandwich-shop-new-york,567,4.5,-73.98493,40.7272,FALSE,(212) 388-1688,96 Saint Marks Pl,"New York, NY 10009","Sandwiches, Vietnamese",New York,NY,NYC
XiAn Famous Foods,xian-famous-foods-new-york-14,https://www.yelp.com/biz/xian-famous-foods-new-york-14,597,4,-73.983901,40.747844,FALSE,,14 E 34th St,"New York, NY 10016","Chinese, Noodles, Burgers",New York,NY,NYC
XiAn Famous Foods,xian-famous-foods-new-york-16,https://www.yelp.com/biz/xian-famous-foods-new-york-16,158,4,-73.996264,40.7209126,FALSE,(212) 786-2068,68 Kenmare St,"New York, NY 10012","Chinese, Noodles, Burgers",New York,NY,NYC
